"eta_over_alpha","t","Fidelity"
2.,2.7,0.5138236677084584
2.,2.71,0.513632241522829
2.,2.72,0.5134434661520779
2.,2.73,0.5132573048884845
2.,2.74,0.5130737215326461
2.,2.75,0.512892680386438
2.,2.76,0.5127141462460735
2.,2.77,0.5125380843952569
2.,2.78,0.5123644605984343
2.,2.79,0.5121932410941351
2.,2.8,0.5120243925884078
2.,2.81,0.5118578822483462
2.,2.82,0.5116936776957044
2.,2.83,0.5115317470006008
2.,2.84,0.5113720586753095
2.,2.85,0.5112145816681383
2.,2.86,0.5110592853573889
2.,2.87,0.5109061395454036
2.,2.88,0.5107551144526934
2.,2.89,0.5106061807121468
2.,2.9,0.5104593093633196
2.,2.91,0.5103144718468037
2.,2.92,0.5101716399986729
2.,2.93,0.5100307860450073
2.,2.94,0.5098918825964923
2.,2.95,0.5097549026430924
2.,2.96,0.5096198195487993
2.,2.97,0.5094866070464528
2.,2.98,0.5093552392326319
2.,2.99,0.5092256905626199
2.,3.,0.5090979358454351
2.,3.01,0.5089719502389336
2.,3.02,0.5088477092449782
2.,3.03,0.5087251887046751
2.,3.04,0.5086043647936755
2.,3.05,0.5084852140175439
2.,3.06,0.5083677132071884
2.,3.07,0.5082518395143566
2.,3.08,0.5081375704071915
2.,3.09,0.5080248836658513
2.,3.1,0.507913757378188
2.,3.11,0.5078041699354866
2.,3.12,0.5076961000282636
2.,3.13,0.5075895266421229
2.,3.14,0.5074844290536699
2.,3.15,0.5073807868264816
2.,3.16,0.5072785798071323
2.,3.17,0.507177788121276
2.,3.18,0.5070783921697803
2.,3.19,0.5069803726249158
2.,3.2,0.5068837104265986
2.,3.21,0.5067883867786829
2.,3.22,0.5066943831453067
2.,3.23,0.5066016812472871
2.,3.24,0.5065102630585664
2.,3.25,0.5064201108027063
2.,3.26,0.5063312069494317
2.,3.27,0.5062435342112215
2.,3.28,0.5061570755399477
2.,3.29,0.5060718141235592
2.,3.3,0.5059877333828138
2.,3.31,0.505904816968054
2.,3.32,0.505823048756027
2.,3.33,0.5057424128467514
2.,3.34,0.5056628935604227
2.,3.35,0.505584475434367
2.,3.36,0.5055071432200324
2.,3.37,0.5054308818800252
2.,3.38,0.5053556765851842
2.,3.39,0.5052815127116993
2.,3.4,0.5052083758382662
2.,3.41,0.5051362517432824
2.,3.42,0.5050651264020826
2.,3.43,0.5049949859842109
2.,3.44,0.5049258168507312
2.,3.45,0.5048576055515761
2.,3.46,0.5047903388229305
2.,3.47,0.5047240035846527
2.,3.48,0.5046585869377314
2.,3.49,0.5045940761617768
2.,3.5,0.5045304587125476
2.,3.51,0.5044677222195115
2.,3.52,0.5044058544834398
2.,3.53,0.5043448434740351
2.,3.54,0.5042846773275923
2.,3.55,0.5042253443446915
2.,3.56,0.5041668329879225
2.,3.57,0.5041091318796427
2.,3.58,0.5040522297997629
2.,3.59,0.5039961156835677
2.,3.6,0.5039407786195613
2.,3.61,0.503886207847348
2.,3.62,0.5038323927555389
2.,3.63,0.5037793228796884
2.,3.64,0.5037269879002596
2.,3.65,0.5036753776406179
2.,3.66,0.5036244820650508
2.,3.67,0.503574291276819
2.,3.68,0.5035247955162292
2.,3.69,0.5034759851587379
2.,3.7,0.5034278507130796
2.,3.71,0.5033803828194211
2.,3.72,0.5033335722475416
2.,3.73,0.5032874098950372
2.,3.74,0.5032418867855524
2.,3.75,0.5031969940670328
2.,3.76,0.5031527230100051
2.,3.77,0.5031090650058796
2.,3.78,0.5030660115652751
2.,3.79,0.5030235543163696
2.,3.8,0.5029816850032712
2.,3.81,0.5029403954844136
2.,3.82,0.5028996777309725
2.,3.83,0.5028595238253042
2.,3.84,0.5028199259594068
2.,3.85,0.5027808764334004
2.,3.86,0.5027423676540319
2.,3.87,0.5027043921331968
2.,3.88,0.5026669424864838
2.,3.89,0.502630011431739
2.,3.9,0.5025935917876494
2.,3.91,0.5025576764723471
2.,3.92,0.5025222585020314
2.,3.93,0.5024873309896117
2.,3.94,0.5024528871433677
2.,3.95,0.5024189202656291
2.,3.96,0.5023854237514725
2.,3.97,0.5023523910874379
2.,3.98,0.5023198158502622
2.,3.99,0.502287691705629
2.,4.,0.5022560124069384
5.,0.,1.
5.,0.01,0.9997126167396753
5.,0.02,0.9988980099370233
5.,0.03,0.9976213671141393
5.,0.04,0.9959404490009881
5.,0.05,0.9939064299052064
5.,0.06,0.9915646430477733
5.,0.07,0.9889552416110138
5.,0.08,0.9861137850302053
5.,0.09,0.9830717589822636
5.,0.1,0.9798570365690599
5.,0.11,0.9764942873451131
5.,0.12,0.9730053400874441
5.,0.13,0.9694095045384532
5.,0.14,0.9657238567611935
5.,0.15,0.9619634922217777
5.,0.16,0.9581417502483722
5.,0.17,0.9542704131035535
5.,0.18,0.9503598825407819
5.,0.19,0.9464193363911279
5.,0.2,0.9424568674384713
5.,0.21,0.9384796065860325
5.,0.22,0.9344938320906069
5.,0.23,0.9305050664400166
5.,0.24,0.9265181622711139
5.,0.25,0.9225373785676815
5.,0.26,0.9185664482374136
5.,0.27,0.9146086380428752
5.,0.28,0.9106668017510895
5.,0.29,0.9067434272686378
5.,0.3,0.9028406784424235
5.,0.31,0.8989604321293536
5.,0.32,0.8951043110699639
5.,0.33,0.8912737130405228
5.,0.34,0.8874698367044824
5.,0.35,0.8836937045365493
5.,0.36,0.8799461831504511
5.,0.37,0.8762280013240229
5.,0.38,0.8725397659820385
5.,0.39,0.868881976367769
5.,0.4,0.8652550366081205
5.,0.41,0.8616592668540475
5.,0.42,0.8580949131573816
5.,0.43,0.8545621562270066
5.,0.44,0.8510611191911359
5.,0.45,0.8475918744781212
5.,0.46,0.844154449915501
5.,0.47,0.840748834135736
5.,0.48,0.8373749813670569
5.,0.49,0.8340328156789979
5.,0.5,0.8307222347443152
5.,0.51,0.8274431131720069
5.,0.52,0.8241953054599767
5.,0.53,0.820978648610382
5.,0.54,0.8177929644458433
5.,0.55,0.8146380616603771
5.,0.56,0.8115137376350828
5.,0.57,0.8084197800452185
5.,0.58,0.8053559682822855
5.,0.59,0.8023220747120776
5.,0.6,0.7993178657872698
5.,0.61,0.7963431030310356
5.,0.62,0.7933975439062977
5.,0.63,0.7904809425835856
5.,0.64,0.7875930506189909
5.,0.65,0.784733617552419
5.,0.66,0.781902391435177
5.,0.67,0.779099119294927
5.,0.68,0.7763235475451036
5.,0.69,0.7735754223451198
5.,0.7,0.7708544899169426
5.,0.71,0.7681604968230098
5.,0.72,0.7654931902098823
5.,0.73,0.7628523180215382
5.,0.74,0.7602376291857658
